Track ID,Label,Action,Speed (km/h),Class,Date,Time
595,car ID: 595,IN,25,car,2025-03-11,15:32:47
601,car ID: 601,OUT,13,car,2025-03-11,15:32:47
616,car ID: 616,OUT,18,car,2025-03-11,15:32:48
563,car ID: 563,IN,13,car,2025-03-11,15:32:49
624,car ID: 624,OUT,24,car,2025-03-11,15:32:49
628,car ID: 628,OUT,14,car,2025-03-11,15:32:52
634,car ID: 634,OUT,22,car,2025-03-11,15:32:53
625,car ID: 625,IN,12,car,2025-03-11,15:32:53
608,car ID: 608,IN,17,car,2025-03-11,15:32:54
637,car ID: 637,IN,21,car,2025-03-11,15:32:56
639,car ID: 639,OUT,23,car,2025-03-11,15:32:56
651,car ID: 651,OUT,14,car,2025-03-11,15:32:58
663,car ID: 663,OUT,28,car,2025-03-11,15:32:59
638,car ID: 638,IN,17,car,2025-03-11,15:33:00
657,car ID: 657,IN,19,car,2025-03-11,15:33:01
603,car ID: 603,IN,8,car,2025-03-11,15:33:07
697,car ID: 697,OUT,9,car,2025-03-11,15:33:08
730,car ID: 730,OUT,21,car,2025-03-11,15:33:12
677,car ID: 677,IN,4,car,2025-03-11,15:33:13
735,car ID: 735,OUT,13,car,2025-03-11,15:33:15
733,car ID: 733,OUT,12,car,2025-03-11,15:33:16
744,car ID: 744,OUT,34,car,2025-03-11,15:33:16
714,car ID: 714,IN,7,car,2025-03-11,15:33:17
756,car ID: 756,OUT,7,car,2025-03-11,15:33:20
745,car ID: 745,IN,13,car,2025-03-11,15:33:25
834,car ID: 834,OUT,10,car,2025-03-11,15:33:30
812,car ID: 812,IN,19,car,2025-03-11,15:33:32
865,car ID: 865,OUT,19,car,2025-03-11,15:33:36
858,car ID: 858,IN,28,car,2025-03-11,15:33:36
840,car ID: 840,IN,18,car,2025-03-11,15:33:38
882,car ID: 882,OUT,25,car,2025-03-11,15:33:39
874,car ID: 874,IN,23,car,2025-03-11,15:33:39
826,car ID: 826,IN,7,car,2025-03-11,15:33:41
892,car ID: 892,OUT,12,car,2025-03-11,15:33:43
898,car ID: 898,OUT,20,car,2025-03-11,15:33:43
857,car ID: 857,IN,11,car,2025-03-11,15:33:46
942,car ID: 942,IN,26,car,2025-03-11,15:33:48
901,car ID: 901,IN,9,car,2025-03-11,15:33:51
1002,car ID: 1002,OUT,23,car,2025-03-11,15:33:53
936,car ID: 936,IN,13,car,2025-03-11,15:33:54
954,car ID: 954,IN,15,car,2025-03-11,15:33:55
1027,car ID: 1027,OUT,8,car,2025-03-11,15:33:57
1041,car ID: 1041,IN,12,car,2025-03-11,15:33:57
1004,car ID: 1004,IN,16,car,2025-03-11,15:33:58
1029,car ID: 1029,IN,22,car,2025-03-11,15:34:00
1051,car ID: 1051,OUT,11,car,2025-03-11,15:34:00
1042,car ID: 1042,IN,25,car,2025-03-11,15:34:01
1010,car ID: 1010,IN,19,car,2025-03-11,15:34:01
1013,car ID: 1013,IN,13,car,2025-03-11,15:34:03
1081,car ID: 1081,OUT,22,car,2025-03-11,15:34:04
1096,car ID: 1096,IN,12,car,2025-03-11,15:34:06
1058,car ID: 1058,IN,22,car,2025-03-11,15:34:08
1102,car ID: 1102,OUT,11,car,2025-03-11,15:34:08
1121,car ID: 1121,OUT,23,car,2025-03-11,15:34:09
1095,car ID: 1095,IN,24,car,2025-03-11,15:34:10
1135,car ID: 1135,IN,18,car,2025-03-11,15:34:11
1144,car ID: 1144,OUT,17,car,2025-03-11,15:34:14
1164,car ID: 1164,OUT,30,car,2025-03-11,15:34:14
1119,car ID: 1119,IN,9,car,2025-03-11,15:34:16
1156,car ID: 1156,IN,10,car,2025-03-11,15:34:17
1154,car ID: 1154,IN,23,car,2025-03-11,15:34:18
1185,car ID: 1185,OUT,14,car,2025-03-11,15:34:18
1160,car ID: 1160,IN,19,car,2025-03-11,15:34:19
1167,car ID: 1167,IN,15,car,2025-03-11,15:34:19
1193,car ID: 1193,OUT,14,car,2025-03-11,15:34:20
1170,car ID: 1170,OUT,3,car,2025-03-11,15:34:21
1194,car ID: 1194,IN,24,car,2025-03-11,15:34:21
1215,car ID: 1215,OUT,20,car,2025-03-11,15:34:22
1272,car ID: 1272,IN,57,car,2025-03-11,15:34:24
1255,car ID: 1255,IN,28,car,2025-03-11,15:34:24
1229,motorcycle ID: 1229,IN,15,motorcycle,2025-03-11,15:34:24
1241,car ID: 1241,IN,27,car,2025-03-11,15:34:24
1266,motorcycle ID: 1266,IN,17,motorcycle,2025-03-11,15:34:25
1276,car ID: 1276,OUT,16,car,2025-03-11,15:34:27
1202,car ID: 1202,IN,13,car,2025-03-11,15:34:27
1287,car ID: 1287,OUT,22,car,2025-03-11,15:34:28
1342,car ID: 1342,IN,31,car,2025-03-11,15:34:31
1238,car ID: 1238,IN,14,car,2025-03-11,15:34:31
1298,car ID: 1298,IN,22,car,2025-03-11,15:34:32
1356,car ID: 1356,OUT,21,car,2025-03-11,15:34:33
1375,car ID: 1375,OUT,24,car,2025-03-11,15:34:34
1345,car ID: 1345,IN,20,car,2025-03-11,15:34:35
1372,car ID: 1372,OUT,17,car,2025-03-11,15:34:35
1389,car ID: 1389,OUT,10,car,2025-03-11,15:34:41
1390,car ID: 1390,IN,17,car,2025-03-11,15:34:43
1396,car ID: 1396,IN,20,car,2025-03-11,15:34:48
1417,car ID: 1417,OUT,12,car,2025-03-11,15:34:49
1429,car ID: 1429,OUT,15,car,2025-03-11,15:34:49
1459,car ID: 1459,OUT,17,car,2025-03-11,15:34:50
1455,car ID: 1455,IN,21,car,2025-03-11,15:34:52
1469,car ID: 1469,OUT,12,car,2025-03-11,15:34:52
1476,car ID: 1476,OUT,12,car,2025-03-11,15:34:52
1452,car ID: 1452,IN,27,car,2025-03-11,15:34:53
1251,car ID: 1251,IN,9,car,2025-03-11,15:34:56
1497,car ID: 1497,OUT,17,car,2025-03-11,15:34:56
1460,car ID: 1460,IN,12,car,2025-03-11,15:34:56
1458,car ID: 1458,IN,33,car,2025-03-11,15:34:57
1445,car ID: 1445,IN,17,car,2025-03-11,15:34:57
633,car ID: 633,IN,2,car,2025-03-11,15:34:58
1512,car ID: 1512,IN,9,car,2025-03-11,15:34:59
1513,car ID: 1513,OUT,7,car,2025-03-11,15:35:01
1534,car ID: 1534,IN,17,car,2025-03-11,15:35:02
1530,car ID: 1530,OUT,13,car,2025-03-11,15:35:03
1538,car ID: 1538,OUT,10,car,2025-03-11,15:35:05
1524,car ID: 1524,IN,14,car,2025-03-11,15:35:05
1547,car ID: 1547,IN,15,car,2025-03-11,15:35:05
1581,car ID: 1581,IN,8,car,2025-03-11,15:35:14
1598,car ID: 1598,IN,7,car,2025-03-11,15:35:14
1635,car ID: 1635,IN,10,car,2025-03-11,15:35:17
1655,car ID: 1655,IN,11,car,2025-03-11,15:35:20
1601,car ID: 1601,IN,9,car,2025-03-11,15:35:21
1630,person ID: 1630,OUT,6,person,2025-03-11,15:35:22
1657,person ID: 1657,OUT,3,person,2025-03-11,15:35:22
1664,car ID: 1664,IN,15,car,2025-03-11,15:35:23
1651,car ID: 1651,OUT,5,car,2025-03-11,15:35:24
22,car ID: 22,IN,20,car,2025-03-11,15:46:49
5,car ID: 5,IN,13,car,2025-03-11,15:46:49
9,bus ID: 9,IN,24,bus,2025-03-11,15:46:53
2,car ID: 2,OUT,12,car,2025-03-11,15:46:53
29,car ID: 29,OUT,12,car,2025-03-11,15:46:54
32,car ID: 32,OUT,10,car,2025-03-11,15:46:56
7,car ID: 7,IN,14,car,2025-03-11,15:46:57
93,car ID: 93,OUT,15,car,2025-03-11,15:47:00
60,car ID: 60,IN,16,car,2025-03-11,15:47:02
91,car ID: 91,OUT,11,car,2025-03-11,15:47:02
22,car ID: 22,IN,19,car,2025-03-11,15:47:09
5,car ID: 5,IN,10,car,2025-03-11,15:47:10
9,bus ID: 9,IN,23,bus,2025-03-11,15:47:13
2,car ID: 2,OUT,11,car,2025-03-11,15:47:13
29,car ID: 29,OUT,11,car,2025-03-11,15:47:15
32,car ID: 32,OUT,8,car,2025-03-11,15:47:17
7,car ID: 7,IN,10,car,2025-03-11,15:47:18
93,car ID: 93,OUT,19,car,2025-03-11,15:47:22
60,car ID: 60,IN,20,car,2025-03-11,15:47:23
91,car ID: 91,OUT,10,car,2025-03-11,15:47:23
99,car ID: 99,OUT,8,car,2025-03-11,15:47:28
124,car ID: 124,IN,15,car,2025-03-11,15:47:32
79,car ID: 79,IN,8,car,2025-03-11,15:47:33
122,car ID: 122,IN,14,car,2025-03-11,15:47:37
126,car ID: 126,IN,6,car,2025-03-11,15:47:38
174,truck ID: 174,OUT,17,truck,2025-03-11,15:47:38
179,car ID: 179,OUT,12,car,2025-03-11,15:47:39
176,car ID: 176,IN,12,car,2025-03-11,15:47:43
117,person ID: 117,OUT,5,person,2025-03-11,15:47:46
188,car ID: 188,IN,12,car,2025-03-11,15:47:47
210,car ID: 210,OUT,12,car,2025-03-11,15:47:49
214,car ID: 214,IN,12,car,2025-03-11,15:47:49
215,car ID: 215,OUT,15,car,2025-03-11,15:47:49
211,car ID: 211,OUT,12,car,2025-03-11,15:47:49
196,car ID: 196,IN,13,car,2025-03-11,15:47:50
220,car ID: 220,IN,24,car,2025-03-11,15:47:53
221,car ID: 221,OUT,9,car,2025-03-11,15:47:55
219,car ID: 219,IN,15,car,2025-03-11,15:47:57
217,car ID: 217,IN,13,car,2025-03-11,15:47:57
254,car ID: 254,OUT,22,car,2025-03-11,15:47:59
259,car ID: 259,OUT,12,car,2025-03-11,15:48:01
270,car ID: 270,OUT,13,car,2025-03-11,15:48:04
292,car ID: 292,OUT,6,car,2025-03-11,15:48:08
265,car ID: 265,IN,13,car,2025-03-11,15:48:11
291,car ID: 291,IN,16,car,2025-03-11,15:48:11
309,car ID: 309,OUT,17,car,2025-03-11,15:48:14
316,truck ID: 316,OUT,8,truck,2025-03-11,15:48:16
368,motorcycle ID: 368,IN,5,motorcycle,2025-03-11,15:48:19
369,car ID: 369,IN,18,car,2025-03-11,15:48:23
325,car ID: 325,IN,9,car,2025-03-11,15:48:24
333,car ID: 333,IN,14,car,2025-03-11,15:48:24
372,car ID: 372,OUT,11,car,2025-03-11,15:48:24
353,car ID: 353,IN,8,car,2025-03-11,15:48:29
397,car ID: 397,IN,10,car,2025-03-11,15:48:33
411,bus ID: 411,OUT,5,bus,2025-03-11,15:48:39
441,car ID: 441,OUT,11,car,2025-03-11,15:48:41
443,car ID: 443,IN,11,car,2025-03-11,15:48:41
455,car ID: 455,IN,5,car,2025-03-11,15:48:46
458,car ID: 458,IN,17,car,2025-03-11,15:48:49
448,car ID: 448,OUT,5,car,2025-03-11,15:48:50
454,car ID: 454,IN,8,car,2025-03-11,15:48:54
526,car ID: 526,OUT,12,car,2025-03-11,15:48:58
501,car ID: 501,IN,15,car,2025-03-11,15:48:59
544,car ID: 544,OUT,10,car,2025-03-11,15:49:02
565,car ID: 565,IN,7,car,2025-03-11,15:49:02
568,car ID: 568,OUT,26,car,2025-03-11,15:49:04
561,car ID: 561,OUT,12,car,2025-03-11,15:49:05
541,car ID: 541,IN,6,car,2025-03-11,15:49:08
573,car ID: 573,OUT,17,car,2025-03-11,15:49:08
571,car ID: 571,OUT,5,car,2025-03-11,15:49:10
575,car ID: 575,IN,19,car,2025-03-11,15:49:10
576,car ID: 576,IN,18,car,2025-03-11,15:49:10
590,car ID: 590,OUT,11,car,2025-03-11,15:49:14
595,car ID: 595,IN,20,car,2025-03-11,15:49:19
601,car ID: 601,OUT,10,car,2025-03-11,15:49:19
616,car ID: 616,OUT,9,car,2025-03-11,15:49:19
563,car ID: 563,IN,6,car,2025-03-11,15:49:22
624,car ID: 624,OUT,11,car,2025-03-11,15:49:22
628,car ID: 628,OUT,12,car,2025-03-11,15:49:35
634,car ID: 634,OUT,12,car,2025-03-11,15:49:36
625,car ID: 625,IN,15,car,2025-03-11,15:49:37
608,car ID: 608,IN,9,car,2025-03-11,15:49:37
637,car ID: 637,IN,12,car,2025-03-11,15:49:40
639,car ID: 639,OUT,12,car,2025-03-11,15:49:40
651,car ID: 651,OUT,12,car,2025-03-11,15:49:43
663,car ID: 663,OUT,14,car,2025-03-11,15:49:43
638,car ID: 638,IN,20,car,2025-03-11,15:49:44
657,car ID: 657,IN,11,car,2025-03-11,15:49:46
603,car ID: 603,IN,14,car,2025-03-11,15:49:52
697,car ID: 697,OUT,13,car,2025-03-11,15:49:53
730,car ID: 730,OUT,22,car,2025-03-11,15:49:57
677,car ID: 677,IN,5,car,2025-03-11,15:49:58
735,car ID: 735,OUT,13,car,2025-03-11,15:50:00
733,car ID: 733,OUT,8,car,2025-03-11,15:50:00
744,car ID: 744,OUT,33,car,2025-03-11,15:50:01
714,car ID: 714,IN,5,car,2025-03-11,15:50:02
756,car ID: 756,OUT,13,car,2025-03-11,15:50:05
745,car ID: 745,IN,13,car,2025-03-11,15:50:11
834,car ID: 834,OUT,6,car,2025-03-11,15:50:17
812,car ID: 812,IN,18,car,2025-03-11,15:50:19
865,car ID: 865,OUT,16,car,2025-03-11,15:50:22
858,car ID: 858,IN,22,car,2025-03-11,15:50:23
840,car ID: 840,IN,18,car,2025-03-11,15:50:25
882,car ID: 882,OUT,23,car,2025-03-11,15:50:26
874,car ID: 874,IN,25,car,2025-03-11,15:50:26
826,car ID: 826,IN,7,car,2025-03-11,15:50:28
892,car ID: 892,OUT,10,car,2025-03-11,15:50:30
898,car ID: 898,OUT,19,car,2025-03-11,15:50:30
857,car ID: 857,IN,9,car,2025-03-11,15:50:33
942,car ID: 942,IN,28,car,2025-03-11,15:50:36
901,car ID: 901,IN,13,car,2025-03-11,15:50:39
1002,car ID: 1002,OUT,24,car,2025-03-11,15:50:40
936,car ID: 936,IN,12,car,2025-03-11,15:50:41
954,car ID: 954,IN,16,car,2025-03-11,15:50:43
1027,car ID: 1027,OUT,13,car,2025-03-11,15:50:45
1041,car ID: 1041,IN,8,car,2025-03-11,15:50:45
1004,car ID: 1004,IN,12,car,2025-03-11,15:50:46
1029,car ID: 1029,IN,26,car,2025-03-11,15:50:48
1051,car ID: 1051,OUT,9,car,2025-03-11,15:50:49
1042,car ID: 1042,IN,24,car,2025-03-11,15:50:49
1010,car ID: 1010,IN,18,car,2025-03-11,15:50:49
1013,car ID: 1013,IN,19,car,2025-03-11,15:50:52
1081,car ID: 1081,OUT,22,car,2025-03-11,15:50:53
1096,car ID: 1096,IN,17,car,2025-03-11,15:50:54
1058,car ID: 1058,IN,16,car,2025-03-11,15:50:57
1102,car ID: 1102,OUT,8,car,2025-03-11,15:50:57
1121,car ID: 1121,OUT,19,car,2025-03-11,15:50:58
1095,car ID: 1095,IN,19,car,2025-03-11,15:50:59
1135,car ID: 1135,IN,16,car,2025-03-11,15:50:59
1144,car ID: 1144,OUT,15,car,2025-03-11,15:51:03
1164,car ID: 1164,OUT,19,car,2025-03-11,15:51:04
1119,car ID: 1119,IN,11,car,2025-03-11,15:51:05
1156,car ID: 1156,IN,9,car,2025-03-11,15:51:06
1154,car ID: 1154,IN,21,car,2025-03-11,15:51:07
1185,car ID: 1185,OUT,13,car,2025-03-11,15:51:08
1160,car ID: 1160,IN,22,car,2025-03-11,15:51:09
1167,car ID: 1167,IN,10,car,2025-03-11,15:51:09
1193,car ID: 1193,OUT,10,car,2025-03-11,15:51:10
1170,car ID: 1170,OUT,2,car,2025-03-11,15:51:11
1194,car ID: 1194,IN,22,car,2025-03-11,15:51:12
1215,car ID: 1215,OUT,18,car,2025-03-11,15:51:12
1272,car ID: 1272,IN,62,car,2025-03-11,15:51:14
1255,car ID: 1255,IN,30,car,2025-03-11,15:51:15
1229,motorcycle ID: 1229,IN,11,motorcycle,2025-03-11,15:51:15
1241,car ID: 1241,IN,19,car,2025-03-11,15:51:15
1266,motorcycle ID: 1266,IN,13,motorcycle,2025-03-11,15:51:16
1276,car ID: 1276,OUT,12,car,2025-03-11,15:51:19
1202,car ID: 1202,IN,4,car,2025-03-11,15:51:20
1287,car ID: 1287,OUT,13,car,2025-03-11,15:51:21
1342,car ID: 1342,IN,26,car,2025-03-11,15:51:24
1238,car ID: 1238,IN,9,car,2025-03-11,15:51:24
1298,car ID: 1298,IN,15,car,2025-03-11,15:51:25
1356,car ID: 1356,OUT,16,car,2025-03-11,15:51:26
1375,car ID: 1375,OUT,26,car,2025-03-11,15:51:28
1345,car ID: 1345,IN,27,car,2025-03-11,15:51:29
1372,car ID: 1372,OUT,21,car,2025-03-11,15:51:29
1389,car ID: 1389,OUT,9,car,2025-03-11,15:51:34
1390,car ID: 1390,IN,20,car,2025-03-11,15:51:36
1396,car ID: 1396,IN,20,car,2025-03-11,15:51:41
1417,car ID: 1417,OUT,12,car,2025-03-11,15:51:42
1429,car ID: 1429,OUT,19,car,2025-03-11,15:51:42
1459,car ID: 1459,OUT,16,car,2025-03-11,15:51:43
1455,car ID: 1455,IN,14,car,2025-03-11,15:51:46
1469,car ID: 1469,OUT,12,car,2025-03-11,15:51:46
1476,car ID: 1476,OUT,13,car,2025-03-11,15:51:46
1452,car ID: 1452,IN,27,car,2025-03-11,15:51:46
1251,car ID: 1251,IN,10,car,2025-03-11,15:51:49
1497,car ID: 1497,OUT,19,car,2025-03-11,15:51:49
1460,car ID: 1460,IN,24,car,2025-03-11,15:51:49
1458,car ID: 1458,IN,41,car,2025-03-11,15:51:50
1445,car ID: 1445,IN,23,car,2025-03-11,15:51:50
633,car ID: 633,IN,5,car,2025-03-11,15:51:51
1512,car ID: 1512,IN,16,car,2025-03-11,15:51:51
1513,car ID: 1513,OUT,7,car,2025-03-11,15:51:52
1534,car ID: 1534,IN,17,car,2025-03-11,15:51:53
1530,car ID: 1530,OUT,11,car,2025-03-11,15:51:55
1538,car ID: 1538,OUT,12,car,2025-03-11,15:51:57
1524,car ID: 1524,IN,13,car,2025-03-11,15:51:57
1547,car ID: 1547,IN,14,car,2025-03-11,15:51:57
1581,car ID: 1581,IN,13,car,2025-03-11,15:52:06
1598,car ID: 1598,IN,11,car,2025-03-11,15:52:06
1635,car ID: 1635,IN,11,car,2025-03-11,15:52:10
1655,car ID: 1655,IN,7,car,2025-03-11,15:52:12
1601,car ID: 1601,IN,9,car,2025-03-11,15:52:14
1630,person ID: 1630,OUT,3,person,2025-03-11,15:52:15
1657,person ID: 1657,OUT,1,person,2025-03-11,15:52:15
1664,car ID: 1664,IN,18,car,2025-03-11,15:52:16
1651,car ID: 1651,OUT,7,car,2025-03-11,15:52:17
